固定ID,SP消耗,技能ID,技能等级
15222028,13,15222,28
15222029,13,15222,29
15222030,14,15222,30
15222031,14,15222,31
15222032,14,15222,32
15222033,14,15222,33
15222034,15,15222,34
15222035,15,15222,35
15222036,15,15222,36
15222037,16,15222,37
15222038,16,15222,38
15222039,16,15222,39
15222040,16,15222,40
15222041,17,15222,41
15222042,17,15222,42
15222043,17,15222,43
15222044,18,15222,44
15222045,18,15222,45
15222046,18,15222,46
15222047,18,15222,47
15222048,19,15222,48
15222049,19,15222,49
15222050,19,15222,50
15222051,20,15222,51
15222052,20,15222,52
15222053,20,15222,53
15222054,20,15222,54
15222055,21,15222,55
15222056,21,15222,56
15222057,21,15222,57
15222058,21,15222,58
15222059,22,15222,59
15222060,22,15222,60
15222061,22,15222,61
15222062,23,15222,62
15222063,23,15222,63
15222064,23,15222,64
15222065,23,15222,65
15222066,24,15222,66
15222067,24,15222,67
15222068,24,15222,68
15222069,25,15222,69
15222070,25,15222,70
15222071,25,15222,71
15222072,25,15222,72
15222073,26,15222,73
15222074,26,15222,74
15222075,26,15222,75
15222076,27,15222,76
15222077,27,15222,77
15222078,27,15222,78
15222079,27,15222,79
15222080,28,15222,80
15222081,28,15222,81
15222082,28,15222,82
15222083,28,15222,83
15222084,29,15222,84
15222085,29,15222,85
15222086,29,15222,86
15222087,30,15222,87
15222088,30,15222,88
15222089,30,15222,89
15222090,30,15222,90
15222091,31,15222,91
15222092,31,15222,92
15222093,31,15222,93
15222094,32,15222,94
15222095,32,15222,95
15222096,32,15222,96
15222097,32,15222,97
15222098,33,15222,98
15222099,33,15222,99
15222100,33,15222,100
15223001,6,15223,1
15223002,6,15223,2
15223003,6,15223,3
15223004,6,15223,4
15223005,7,15223,5
15223006,7,15223,6
15223007,7,15223,7
15223008,7,15223,8
15223009,8,15223,9
15223010,8,15223,10
15223011,8,15223,11
15223012,9,15223,12
15223013,9,15223,13
15223014,9,15223,14
15223015,9,15223,15
15223016,10,15223,16
15223017,10,15223,17
15223018,10,15223,18
15223019,11,15223,19
15223020,11,15223,20
15223021,11,15223,21
15223022,11,15223,22
15223023,12,15223,23
15223024,12,15223,24
15223025,12,15223,25
15223026,13,15223,26
15223027,13,15223,27
15223028,13,15223,28
15223029,13,15223,29
15223030,14,15223,30
15223031,14,15223,31
15223032,14,15223,32
15223033,14,15223,33
15223034,15,15223,34
15223035,15,15223,35
15223036,15,15223,36
15223037,16,15223,37
15223038,16,15223,38
15223039,16,15223,39
15223040,16,15223,40
15223041,17,15223,41
15223042,17,15223,42
15223043,17,15223,43
15223044,18,15223,44
15223045,18,15223,45
15223046,18,15223,46
15223047,18,15223,47
15223048,19,15223,48
15223049,19,15223,49
15223050,19,15223,50
15223051,20,15223,51
15223052,20,15223,52
15223053,20,15223,53
15223054,20,15223,54
15223055,21,15223,55
15223056,21,15223,56
15223057,21,15223,57
15223058,21,15223,58
15223059,22,15223,59
15223060,22,15223,60
15223061,22,15223,61
15223062,23,15223,62
15223063,23,15223,63
15223064,23,15223,64
15223065,23,15223,65
15223066,24,15223,66
15223067,24,15223,67
15223068,24,15223,68
15223069,25,15223,69
15223070,25,15223,70
15223071,25,15223,71
15223072,25,15223,72
15223073,26,15223,73
15223074,26,15223,74
15223075,26,15223,75
15223076,27,15223,76
15223077,27,15223,77
15223078,27,15223,78
15223079,27,15223,79
15223080,28,15223,80
15223081,28,15223,81
15223082,28,15223,82
15223083,28,15223,83
15223084,29,15223,84
15223085,29,15223,85
15223086,29,15223,86
15223087,30,15223,87
15223088,30,15223,88
15223089,30,15223,89
15223090,30,15223,90
15223091,31,15223,91
15223092,31,15223,92
15223093,31,15223,93
15223094,32,15223,94
15223095,32,15223,95
15223096,32,15223,96
15223097,32,15223,97
15223098,33,15223,98
15223099,33,15223,99
15223100,33,15223,100
15224001,6,15224,1
15224002,6,15224,2
15224003,6,15224,3
15224004,7,15224,4
15224005,7,15224,5
15224006,7,15224,6
15224007,8,15224,7
15224008,8,15224,8
15224009,8,15224,9
15224010,9,15224,10
15224011,9,15224,11
15224012,9,15224,12
15224013,10,15224,13
15224014,10,15224,14
15224015,10,15224,15
15224016,11,15224,16
15224017,11,15224,17
15224018,11,15224,18
15224019,12,15224,19
15224020,12,15224,20
15224021,12,15224,21
15224022,13,15224,22
15224023,13,15224,23
15224024,13,15224,24
15224025,14,15224,25
15224026,14,15224,26
15224027,14,15224,27
15224028,15,15224,28
15224029,15,15224,29
15224030,15,15224,30
15224031,16,15224,31
15224032,16,15224,32
15224033,16,15224,33
15224034,17,15224,34
15224035,17,15224,35
15224036,17,15224,36
15224037,18,15224,37
15224038,18,15224,38
15224039,18,15224,39
15224040,19,15224,40
15224041,19,15224,41
15224042,19,15224,42
15224043,20,15224,43
15224044,20,15224,44
15224045,20,15224,45
15224046,21,15224,46
15224047,21,15224,47
15224048,21,15224,48
15224049,22,15224,49
15224050,22,15224,50
15224051,23,15224,51
15224052,23,15224,52
15224053,23,15224,53
15224054,24,15224,54
15224055,24,15224,55
15224056,24,15224,56
15224057,25,15224,57
15224058,25,15224,58
15224059,25,15224,59
15224060,26,15224,60
15224061,26,15224,61
15224062,26,15224,62
15224063,27,15224,63
15224064,27,15224,64
15224065,27,15224,65
15224066,28,15224,66
15224067,28,15224,67
15224068,28,15224,68
15224069,29,15224,69
15224070,29,15224,70
15224071,29,15224,71
15224072,30,15224,72
15224073,30,15224,73
15224074,30,15224,74
15224075,31,15224,75
15224076,31,15224,76
15224077,31,15224,77
15224078,32,15224,78
15224079,32,15224,79
15224080,32,15224,80
15224081,33,15224,81
15224082,33,15224,82
15224083,33,15224,83
15224084,34,15224,84
15224085,34,15224,85
15224086,34,15224,86
15224087,35,15224,87
15224088,35,15224,88
15224089,35,15224,89
15224090,36,15224,90
15224091,36,15224,91
15224092,36,15224,92
15224093,37,15224,93
15224094,37,15224,94
15224095,37,15224,95
15224096,38,15224,96
15224097,38,15224,97
15224098,38,15224,98
15224099,39,15224,99
15224100,39,15224,100
15225001,6,15225,1
15225002,6,15225,2
15225003,6,15225,3
15225004,6,15225,4
15225005,7,15225,5
15225006,7,15225,6
15225007,7,15225,7
15225008,7,15225,8
15225009,8,15225,9
15225010,8,15225,10
15225011,8,15225,11
15225012,9,15225,12
15225013,9,15225,13
15225014,9,15225,14
15225015,9,15225,15
15225016,10,15225,16
15225017,10,15225,17
15225018,10,15225,18
15225019,11,15225,19
15225020,11,15225,20
15225021,11,15225,21
15225022,11,15225,22
15225023,12,15225,23
15225024,12,15225,24
15225025,12,15225,25
15225026,13,15225,26
15225027,13,15225,27
15225028,13,15225,28
15225029,13,15225,29
15225030,14,15225,30
15225031,14,15225,31
15225032,14,15225,32
15225033,14,15225,33
15225034,15,15225,34
15225035,15,15225,35
15225036,15,15225,36
15225037,16,15225,37
15225038,16,15225,38
15225039,16,15225,39
15225040,16,15225,40
15225041,17,15225,41
15225042,17,15225,42
15225043,17,15225,43
15225044,18,15225,44
15225045,18,15225,45
15225046,18,15225,46
15225047,18,15225,47
15225048,19,15225,48
15225049,19,15225,49
15225050,19,15225,50
15225051,20,15225,51
15225052,20,15225,52
15225053,20,15225,53
15225054,20,15225,54
15225055,21,15225,55
15225056,21,15225,56
15225057,21,15225,57
15225058,21,15225,58
15225059,22,15225,59
15225060,22,15225,60
15225061,22,15225,61
15225062,23,15225,62
15225063,23,15225,63
15225064,23,15225,64
15225065,23,15225,65
15225066,24,15225,66
15225067,24,15225,67
15225068,24,15225,68
15225069,25,15225,69
15225070,25,15225,70
15225071,25,15225,71
15225072,25,15225,72
15225073,26,15225,73
15225074,26,15225,74
15225075,26,15225,75
15225076,27,15225,76
15225077,27,15225,77
15225078,27,15225,78
15225079,27,15225,79
15225080,28,15225,80
15225081,28,15225,81
15225082,28,15225,82
15225083,28,15225,83
15225084,29,15225,84
15225085,29,15225,85
15225086,29,15225,86
15225087,30,15225,87
15225088,30,15225,88
15225089,30,15225,89
15225090,30,15225,90
15225091,31,15225,91
15225092,31,15225,92
15225093,31,15225,93
15225094,32,15225,94
15225095,32,15225,95
15225096,32,15225,96
15225097,32,15225,97
15225098,33,15225,98
15225099,33,15225,99
15225100,33,15225,100
15226001,6,15226,1
15226002,6,15226,2
15226003,6,15226,3
15226004,6,15226,4
15226005,7,15226,5
15226006,7,15226,6
15226007,7,15226,7
15226008,7,15226,8
15226009,8,15226,9
15226010,8,15226,10
15226011,8,15226,11
15226012,9,15226,12
15226013,9,15226,13
15226014,9,15226,14
15226015,9,15226,15
15226016,10,15226,16
15226017,10,15226,17
15226018,10,15226,18
15226019,11,15226,19
15226020,11,15226,20
15226021,11,15226,21
15226022,11,15226,22
15226023,12,15226,23
15226024,12,15226,24
15226025,12,15226,25
15226026,13,15226,26
15226027,13,15226,27
15226028,13,15226,28
15226029,13,15226,29
15226030,14,15226,30
15226031,14,15226,31
15226032,14,15226,32
15226033,14,15226,33
15226034,15,15226,34
15226035,15,15226,35
15226036,15,15226,36
15226037,16,15226,37
15226038,16,15226,38
15226039,16,15226,39
15226040,16,15226,40
15226041,17,15226,41
15226042,17,15226,42
15226043,17,15226,43
15226044,18,15226,44
15226045,18,15226,45
15226046,18,15226,46
15226047,18,15226,47
15226048,19,15226,48
15226049,19,15226,49
15226050,19,15226,50
15226051,20,15226,51
15226052,20,15226,52
15226053,20,15226,53
15226054,20,15226,54
15226055,21,15226,55
15226056,21,15226,56
15226057,21,15226,57
15226058,21,15226,58
15226059,22,15226,59
15226060,22,15226,60
15226061,22,15226,61
15226062,23,15226,62
15226063,23,15226,63
15226064,23,15226,64
15226065,23,15226,65
15226066,24,15226,66
15226067,24,15226,67
15226068,24,15226,68
15226069,25,15226,69
15226070,25,15226,70
15226071,25,15226,71
15226072,25,15226,72
15226073,26,15226,73
15226074,26,15226,74
15226075,26,15226,75
15226076,27,15226,76
15226077,27,15226,77
15226078,27,15226,78
15226079,27,15226,79
15226080,28,15226,80
15226081,28,15226,81
15226082,28,15226,82
15226083,28,15226,83
15226084,29,15226,84
15226085,29,15226,85
15226086,29,15226,86
15226087,30,15226,87
15226088,30,15226,88
15226089,30,15226,89
15226090,30,15226,90
15226091,31,15226,91
15226092,31,15226,92
15226093,31,15226,93
15226094,32,15226,94
15226095,32,15226,95
15226096,32,15226,96
15226097,32,15226,97
15226098,33,15226,98
15226099,33,15226,99
15226100,33,15226,100
15227001,6,15227,1
15227002,6,15227,2
15227003,6,15227,3
15227004,7,15227,4
15227005,7,15227,5
15227006,7,15227,6
15227007,8,15227,7
15227008,8,15227,8
15227009,8,15227,9
15227010,9,15227,10
15227011,9,15227,11
15227012,9,15227,12
15227013,10,15227,13
15227014,10,15227,14
15227015,10,15227,15
15227016,11,15227,16
15227017,11,15227,17
15227018,11,15227,18
15227019,12,15227,19
15227020,12,15227,20
15227021,12,15227,21
15227022,13,15227,22
15227023,13,15227,23
15227024,13,15227,24
15227025,14,15227,25
15227026,14,15227,26
15227027,14,15227,27
15227028,15,15227,28
15227029,15,15227,29
15227030,15,15227,30
15227031,16,15227,31
15227032,16,15227,32
15227033,16,15227,33
15227034,17,15227,34
15227035,17,15227,35
15227036,17,15227,36
15227037,18,15227,37
15227038,18,15227,38
15227039,18,15227,39
15227040,19,15227,40
15227041,19,15227,41
15227042,19,15227,42
15227043,20,15227,43
15227044,20,15227,44
15227045,20,15227,45
15227046,21,15227,46
15227047,21,15227,47
15227048,21,15227,48
15227049,22,15227,49
15227050,22,15227,50
15227051,23,15227,51
15227052,23,15227,52
15227053,23,15227,53
15227054,24,15227,54
15227055,24,15227,55
15227056,24,15227,56
15227057,25,15227,57
15227058,25,15227,58
15227059,25,15227,59
15227060,26,15227,60
15227061,26,15227,61
15227062,26,15227,62
15227063,27,15227,63
15227064,27,15227,64
15227065,27,15227,65
15227066,28,15227,66
15227067,28,15227,67
15227068,28,15227,68
15227069,29,15227,69
15227070,29,15227,70
15227071,29,15227,71
15227072,30,15227,72
15227073,30,15227,73
15227074,30,15227,74
15227075,31,15227,75
15227076,31,15227,76
15227077,31,15227,77
15227078,32,15227,78
15227079,32,15227,79
15227080,32,15227,80
15227081,33,15227,81
15227082,33,15227,82
15227083,33,15227,83
15227084,34,15227,84
15227085,34,15227,85
15227086,34,15227,86
15227087,35,15227,87
15227088,35,15227,88
15227089,35,15227,89
15227090,36,15227,90
15227091,36,15227,91
15227092,36,15227,92
15227093,37,15227,93
15227094,37,15227,94
15227095,37,15227,95
15227096,38,15227,96
15227097,38,15227,97
15227098,38,15227,98
15227099,39,15227,99
15227100,39,15227,100
15234001,6,15234,1
15234002,6,15234,2
15234003,6,15234,3
15234004,7,15234,4
15234005,7,15234,5
15234006,7,15234,6
15234007,8,15234,7
15234008,8,15234,8
15234009,8,15234,9
15234010,9,15234,10
15234011,9,15234,11
15234012,9,15234,12
15234013,10,15234,13
15234014,10,15234,14
15234015,10,15234,15
15234016,11,15234,16
15234017,11,15234,17
15234018,11,15234,18
15234019,12,15234,19
15234020,12,15234,20
15234021,12,15234,21
15234022,13,15234,22
15234023,13,15234,23
15234024,13,15234,24
15234025,14,15234,25
15234026,14,15234,26
15234027,14,15234,27
15234028,15,15234,28
15234029,15,15234,29
15234030,15,15234,30
15234031,16,15234,31
15234032,16,15234,32
15234033,16,15234,33
15234034,17,15234,34
15234035,17,15234,35
15234036,17,15234,36
15234037,18,15234,37
15234038,18,15234,38
15234039,18,15234,39
15234040,19,15234,40
15234041,19,15234,41
15234042,19,15234,42
15234043,20,15234,43
15234044,20,15234,44
15234045,20,15234,45
15234046,21,15234,46
15234047,21,15234,47
15234048,21,15234,48
15234049,22,15234,49
15234050,22,15234,50
15234051,23,15234,51
15234052,23,15234,52
15234053,23,15234,53
15234054,24,15234,54
15234055,24,15234,55
15234056,24,15234,56
15234057,25,15234,57
15234058,25,15234,58
15234059,25,15234,59
15234060,26,15234,60
15234061,26,15234,61
15234062,26,15234,62
15234063,27,15234,63
15234064,27,15234,64
15234065,27,15234,65
15234066,28,15234,66
15234067,28,15234,67
15234068,28,15234,68
15234069,29,15234,69
15234070,29,15234,70
15234071,29,15234,71
15234072,30,15234,72
15234073,30,15234,73
15234074,30,15234,74
15234075,31,15234,75
15234076,31,15234,76
15234077,31,15234,77
15234078,32,15234,78
15234079,32,15234,79
15234080,32,15234,80
15234081,33,15234,81
15234082,33,15234,82
15234083,33,15234,83
15234084,34,15234,84
15234085,34,15234,85
15234086,34,15234,86
15234087,35,15234,87
15234088,35,15234,88
15234089,35,15234,89
15234090,36,15234,90
15234091,36,15234,91
15234092,36,15234,92
15234093,37,15234,93
15234094,37,15234,94
15234095,37,15234,95
15234096,38,15234,96
15234097,38,15234,97
15234098,38,15234,98
15234099,39,15234,99
15234100,39,15234,100
15235001,6,15235,1
15235002,6,15235,2
15235003,6,15235,3
15235004,7,15235,4
15235005,7,15235,5
15235006,7,15235,6
15235007,8,15235,7
15235008,8,15235,8
15235009,8,15235,9
15235010,9,15235,10
15235011,9,15235,11
15235012,9,15235,12
15235013,10,15235,13
15235014,10,15235,14
15235015,10,15235,15
15235016,11,15235,16
15235017,11,15235,17
15235018,11,15235,18
15235019,12,15235,19
15235020,12,15235,20
15235021,12,15235,21
15235022,13,15235,22
15235023,13,15235,23
15235024,13,15235,24
15235025,14,15235,25
15235026,14,15235,26
15235027,14,15235,27
15235028,15,15235,28
15235029,15,15235,29
15235030,15,15235,30
15235031,16,15235,31
15235032,16,15235,32
15235033,16,15235,33
15235034,17,15235,34
15235035,17,15235,35
15235036,17,15235,36
15235037,18,15235,37
15235038,18,15235,38
15235039,18,15235,39
15235040,19,15235,40
15235041,19,15235,41
15235042,19,15235,42
15235043,20,15235,43
15235044,20,15235,44
15235045,20,15235,45
15235046,21,15235,46
15235047,21,15235,47
15235048,21,15235,48
15235049,22,15235,49
15235050,22,15235,50
15235051,23,15235,51
15235052,23,15235,52
15235053,23,15235,53
15235054,24,15235,54
15235055,24,15235,55
15235056,24,15235,56
15235057,25,15235,57
15235058,25,15235,58
15235059,25,15235,59
15235060,26,15235,60
15235061,26,15235,61
15235062,26,15235,62
15235063,27,15235,63
15235064,27,15235,64
15235065,27,15235,65
15235066,28,15235,66
15235067,28,15235,67
15235068,28,15235,68
15235069,29,15235,69
15235070,29,15235,70
15235071,29,15235,71
15235072,30,15235,72
15235073,30,15235,73
15235074,30,15235,74
15235075,31,15235,75
15235076,31,15235,76
15235077,31,15235,77
15235078,32,15235,78
15235079,32,15235,79
15235080,32,15235,80
15235081,33,15235,81
15235082,33,15235,82
15235083,33,15235,83
15235084,34,15235,84
15235085,34,15235,85
15235086,34,15235,86
15235087,35,15235,87
15235088,35,15235,88
15235089,35,15235,89
15235090,36,15235,90
15235091,36,15235,91
15235092,36,15235,92
15235093,37,15235,93
15235094,37,15235,94
15235095,37,15235,95
15235096,38,15235,96
15235097,38,15235,97
15235098,38,15235,98
15235099,39,15235,99
15235100,39,15235,100
15236001,6,15236,1
15236002,6,15236,2
15236003,6,15236,3
15236004,7,15236,4
15236005,7,15236,5
15236006,7,15236,6
15236007,8,15236,7
15236008,8,15236,8
15236009,8,15236,9
15236010,9,15236,10
15236011,9,15236,11
15236012,9,15236,12
15236013,10,15236,13
15236014,10,15236,14
15236015,10,15236,15
15236016,11,15236,16
15236017,11,15236,17
15236018,11,15236,18
15236019,12,15236,19
15236020,12,15236,20
15236021,12,15236,21
15236022,13,15236,22
15236023,13,15236,23
15236024,13,15236,24
15236025,14,15236,25
15236026,14,15236,26
15236027,14,15236,27
15236028,15,15236,28
15236029,15,15236,29
15236030,15,15236,30
15236031,16,15236,31
15236032,16,15236,32
15236033,16,15236,33
15236034,17,15236,34
15236035,17,15236,35
15236036,17,15236,36
15236037,18,15236,37
15236038,18,15236,38
15236039,18,15236,39
15236040,19,15236,40
15236041,19,15236,41
15236042,19,15236,42
15236043,20,15236,43
15236044,20,15236,44
15236045,20,15236,45
15236046,21,15236,46
15236047,21,15236,47
15236048,21,15236,48
15236049,22,15236,49
15236050,22,15236,50
15236051,23,15236,51
15236052,23,15236,52
15236053,23,15236,53
15236054,24,15236,54
15236055,24,15236,55
15236056,24,15236,56
15236057,25,15236,57
15236058,25,15236,58
15236059,25,15236,59
15236060,26,15236,60
15236061,26,15236,61
15236062,26,15236,62
15236063,27,15236,63
15236064,27,15236,64
15236065,27,15236,65
15236066,28,15236,66
15236067,28,15236,67
15236068,28,15236,68
15236069,29,15236,69
15236070,29,15236,70
15236071,29,15236,71
15236072,30,15236,72
15236073,30,15236,73
15236074,30,15236,74
15236075,31,15236,75
15236076,31,15236,76
15236077,31,15236,77
15236078,32,15236,78
15236079,32,15236,79
15236080,32,15236,80
15236081,33,15236,81
15236082,33,15236,82
15236083,33,15236,83
15236084,34,15236,84
15236085,34,15236,85
15236086,34,15236,86
15236087,35,15236,87
15236088,35,15236,88
15236089,35,15236,89
15236090,36,15236,90
15236091,36,15236,91
15236092,36,15236,92
15236093,37,15236,93
15236094,37,15236,94
15236095,37,15236,95
15236096,38,15236,96
15236097,38,15236,97
15236098,38,15236,98
15236099,39,15236,99
15236100,39,15236,100
15237001,6,15237,1
15237002,6,15237,2
15237003,6,15237,3
15237004,7,15237,4
15237005,7,15237,5
15237006,7,15237,6
15237007,8,15237,7
15237008,8,15237,8
15237009,8,15237,9
15237010,9,15237,10
15237011,9,15237,11
15237012,9,15237,12
15237013,10,15237,13
15237014,10,15237,14
15237015,10,15237,15
15237016,11,15237,16
15237017,11,15237,17
15237018,11,15237,18
15237019,12,15237,19
15237020,12,15237,20
15237021,12,15237,21
15237022,13,15237,22
15237023,13,15237,23
15237024,13,15237,24
15237025,14,15237,25
15237026,14,15237,26
15237027,14,15237,27
15237028,15,15237,28
15237029,15,15237,29
15237030,15,15237,30
15237031,16,15237,31
15237032,16,15237,32
15237033,16,15237,33
15237034,17,15237,34
15237035,17,15237,35
15237036,17,15237,36
15237037,18,15237,37
15237038,18,15237,38
15237039,18,15237,39
15237040,19,15237,40
15237041,19,15237,41
15237042,19,15237,42
15237043,20,15237,43
15237044,20,15237,44
15237045,20,15237,45
15237046,21,15237,46
15237047,21,15237,47
15237048,21,15237,48
15237049,22,15237,49
15237050,22,15237,50
15237051,23,15237,51
15237052,23,15237,52
15237053,23,15237,53
15237054,24,15237,54
15237055,24,15237,55
15237056,24,15237,56
15237057,25,15237,57
15237058,25,15237,58
15237059,25,15237,59
15237060,26,15237,60
15237061,26,15237,61
15237062,26,15237,62
15237063,27,15237,63
15237064,27,15237,64
15237065,27,15237,65
15237066,28,15237,66
15237067,28,15237,67
15237068,28,15237,68
15237069,29,15237,69
15237070,29,15237,70
15237071,29,15237,71
15237072,30,15237,72
15237073,30,15237,73
15237074,30,15237,74
15237075,31,15237,75
15237076,31,15237,76
15237077,31,15237,77
15237078,32,15237,78
15237079,32,15237,79
15237080,32,15237,80
15237081,33,15237,81
15237082,33,15237,82
15237083,33,15237,83
15237084,34,15237,84
15237085,34,15237,85
15237086,34,15237,86
15237087,35,15237,87
15237088,35,15237,88
15237089,35,15237,89
15237090,36,15237,90
15237091,36,15237,91
15237092,36,15237,92
15237093,37,15237,93
15237094,37,15237,94
15237095,37,15237,95
15237096,38,15237,96
15237097,38,15237,97
15237098,38,15237,98
15237099,39,15237,99
15237100,39,15237,100
15228001,6,15228,1
15228002,6,15228,2
15228003,6,15228,3
15228004,7,15228,4
15228005,7,15228,5
15228006,7,15228,6
15228007,8,15228,7
15228008,8,15228,8
15228009,8,15228,9
15228010,9,15228,10
15228011,9,15228,11
15228012,9,15228,12
15228013,10,15228,13
15228014,10,15228,14
15228015,10,15228,15
15228016,11,15228,16
15228017,11,15228,17
15228018,11,15228,18
15228019,12,15228,19
15228020,12,15228,20
15228021,12,15228,21
15228022,13,15228,22
15228023,13,15228,23
15228024,13,15228,24
15228025,14,15228,25
15228026,14,15228,26
15228027,14,15228,27
15228028,15,15228,28
15228029,15,15228,29
15228030,15,15228,30
15228031,16,15228,31
15228032,16,15228,32
15228033,16,15228,33
15228034,17,15228,34
15228035,17,15228,35
15228036,17,15228,36
15228037,18,15228,37
15228038,18,15228,38
15228039,18,15228,39
15228040,19,15228,40
15228041,19,15228,41
15228042,19,15228,42
15228043,20,15228,43
15228044,20,15228,44
15228045,20,15228,45
15228046,21,15228,46
15228047,21,15228,47
15228048,21,15228,48
15228049,22,15228,49
15228050,22,15228,50
15228051,23,15228,51
15228052,23,15228,52
15228053,23,15228,53
15228054,24,15228,54
15228055,24,15228,55
15228056,24,15228,56
15228057,25,15228,57
15228058,25,15228,58
15228059,25,15228,59
15228060,26,15228,60
15228061,26,15228,61
15228062,26,15228,62
15228063,27,15228,63
15228064,27,15228,64
15228065,27,15228,65
15228066,28,15228,66
15228067,28,15228,67
15228068,28,15228,68
15228069,29,15228,69
15228070,29,15228,70
15228071,29,15228,71
15228072,30,15228,72
15228073,30,15228,73
15228074,30,15228,74
15228075,31,15228,75
15228076,31,15228,76
15228077,31,15228,77
15228078,32,15228,78
15228079,32,15228,79
15228080,32,15228,80
15228081,33,15228,81
15228082,33,15228,82
15228083,33,15228,83
15228084,34,15228,84
15228085,34,15228,85
15228086,34,15228,86
15228087,35,15228,87
15228088,35,15228,88
15228089,35,15228,89
15228090,36,15228,90
15228091,36,15228,91
15228092,36,15228,92
15228093,37,15228,93
15228094,37,15228,94
15228095,37,15228,95
15228096,38,15228,96
15228097,38,15228,97
15228098,38,15228,98
15228099,39,15228,99
15228100,39,15228,100
15229001,6,15229,1
15229002,6,15229,2
15229003,6,15229,3
15229004,7,15229,4
15229005,7,15229,5
15229006,7,15229,6
15229007,8,15229,7
15229008,8,15229,8
15229009,8,15229,9
15229010,9,15229,10
15229011,9,15229,11
15229012,9,15229,12
15229013,10,15229,13
15229014,10,15229,14
15229015,10,15229,15
15229016,11,15229,16
15229017,11,15229,17
15229018,11,15229,18
15229019,12,15229,19
15229020,12,15229,20
15229021,12,15229,21
15229022,13,15229,22
15229023,13,15229,23
15229024,13,15229,24
15229025,14,15229,25
15229026,14,15229,26
15229027,14,15229,27
15229028,15,15229,28
15229029,15,15229,29
15229030,15,15229,30
15229031,16,15229,31
15229032,16,15229,32
15229033,16,15229,33
15229034,17,15229,34
15229035,17,15229,35
15229036,17,15229,36
15229037,18,15229,37
15229038,18,15229,38
15229039,18,15229,39
15229040,19,15229,40
15229041,19,15229,41
15229042,19,15229,42
15229043,20,15229,43
15229044,20,15229,44
15229045,20,15229,45
15229046,21,15229,46
15229047,21,15229,47
15229048,21,15229,48
15229049,22,15229,49
15229050,22,15229,50
15229051,23,15229,51
15229052,23,15229,52
15229053,23,15229,53
15229054,24,15229,54
15229055,24,15229,55
15229056,24,15229,56
15229057,25,15229,57
15229058,25,15229,58
15229059,25,15229,59
15229060,26,15229,60
15229061,26,15229,61
15229062,26,15229,62
15229063,27,15229,63
15229064,27,15229,64
15229065,27,15229,65
15229066,28,15229,66
15229067,28,15229,67
15229068,28,15229,68
15229069,29,15229,69
15229070,29,15229,70
15229071,29,15229,71
15229072,30,15229,72
15229073,30,15229,73
15229074,30,15229,74
15229075,31,15229,75
15229076,31,15229,76
15229077,31,15229,77
15229078,32,15229,78
15229079,32,15229,79
15229080,32,15229,80
15229081,33,15229,81
15229082,33,15229,82
15229083,33,15229,83
15229084,34,15229,84
15229085,34,15229,85
15229086,34,15229,86
15229087,35,15229,87
15229088,35,15229,88
15229089,35,15229,89
15229090,36,15229,90
15229091,36,15229,91
15229092,36,15229,92
15229093,37,15229,93
15229094,37,15229,94
15229095,37,15229,95
15229096,38,15229,96
15229097,38,15229,97
15229098,38,15229,98
15229099,39,15229,99
15229100,39,15229,100
21000001,0,21000,1
21001001,0,21001,1
21002001,0,21002,1
21003001,0,21003,1
21025001,3,21025,1
21025002,3,21025,2
21025003,3,21025,3
21025004,3,21025,4
21025005,3,21025,5
21025006,3,21025,6
21025007,3,21025,7
21025008,3,21025,8
21025009,3,21025,9
21025010,3,21025,10
21025011,4,21025,11
21025012,4,21025,12
21025013,4,21025,13
21025014,4,21025,14
21025015,4,21025,15
21025016,4,21025,16
21025017,4,21025,17
21025018,4,21025,18
21025019,4,21025,19
21025020,5,21025,20
21025021,5,21025,21
21025022,5,21025,22
21025023,5,21025,23
21025024,5,21025,24
21025025,5,21025,25
21025026,5,21025,26
21025027,5,21025,27
21025028,5,21025,28
21025029,6,21025,29
21025030,6,21025,30
21025031,6,21025,31
21025032,6,21025,32
21025033,6,21025,33
21025034,6,21025,34
21025035,6,21025,35
21025036,6,21025,36
21025037,6,21025,37
21025038,7,21025,38
21025039,7,21025,39
21025040,7,21025,40
21025041,7,21025,41
21025042,7,21025,42
21025043,7,21025,43
21025044,7,21025,44
21025045,7,21025,45
21025046,7,21025,46
21025047,8,21025,47
21025048,8,21025,48
21025049,8,21025,49
21025050,8,21025,50
21025051,8,21025,51
21025052,8,21025,52
21025053,8,21025,53
21025054,8,21025,54
21025055,8,21025,55
21025056,9,21025,56
21025057,9,21025,57
21025058,9,21025,58
21025059,9,21025,59
21025060,9,21025,60
21025061,9,21025,61
21025062,9,21025,62
21025063,9,21025,63
21025064,9,21025,64
21025065,10,21025,65
21025066,10,21025,66
21025067,10,21025,67
21025068,10,21025,68
21025069,10,21025,69
21025070,10,21025,70
21025071,10,21025,71
21025072,10,21025,72
21025073,10,21025,73
21025074,11,21025,74
21025075,11,21025,75
21025076,11,21025,76
21025077,11,21025,77
21025078,11,21025,78
21025079,11,21025,79
21025080,11,21025,80
21025081,11,21025,81
21025082,11,21025,82
21025083,12,21025,83
21025084,12,21025,84
21025085,12,21025,85
21025086,12,21025,86
21025087,12,21025,87
21025088,12,21025,88
21025089,12,21025,89
21025090,12,21025,90
21025091,12,21025,91
21025092,13,21025,92
21025093,13,21025,93
